doc_id,relative_path,bytes,pages,text_chars,status,text_file
doc_0316,"4.0 Component Rebuild (CRC)\4.04 CRC Management\1. Strategic\Component Repair, Rebuild, Reman Strategy.pdf",93492,7,13995,ok,texts\doc_0316.txt
doc_0317,4.0 Component Rebuild (CRC)\4.04 CRC Management\1. Strategic\CRC Certification Promotes Continuous Improvement.pdf,282599,7,11697,ok,texts\doc_0317.txt
doc_0318,4.0 Component Rebuild (CRC)\4.04 CRC Management\1. Strategic\CRC Investment Analysis Process - Measuring Return on Investment.pdf,54637,4,10068,ok,texts\doc_0318.txt
doc_0319,4.0 Component Rebuild (CRC)\4.04 CRC Management\1. Strategic\Forecasting CRC Component Rebuild Volume and Capacity.pdf,3552799,7,12776,ok,texts\doc_0319.txt
doc_0320,4.0 Component Rebuild (CRC)\4.04 CRC Management\1. Strategic\Improving CRC Component Turnaround Time.pdf,717707,7,10784,ok,texts\doc_0320.txt
doc_0321,4.0 Component Rebuild (CRC)\4.04 CRC Management\1. Strategic\Managing CRC Operations in Legacy SAP ERP.pdf,513317,18,22280,ok,texts\doc_0321.txt
doc_0322,4.0 Component Rebuild (CRC)\4.04 CRC Management\1. Strategic\Standard Parts Usage Policy for Component Rebuilds.pdf,212567,7,11308,ok,texts\doc_0322.txt
doc_0323,4.0 Component Rebuild (CRC)\4.04 CRC Management\1. Strategic\Tool and Supplies Tracking - Software Solution.pdf,12253072,7,9778,ok,texts\doc_0323.txt
doc_0324,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\Cell-Specific Service Reports.pdf,2507283,6,16585,ok,texts\doc_0324.txt
doc_0325,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\Component Life Tracking a Valuable CRC Performance Indicator.pdf,176585,5,7920,ok,texts\doc_0325.txt
doc_0326,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\Component Rebuild Customer Reports.pdf,71636,4,7245,ok,texts\doc_0326.txt
doc_0327,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\CRC Expert TV.pdf,325052,9,11142,ok,texts\doc_0327.txt
doc_0328,"4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\CRC Housekeeping Policy Improves Quality, Efficiency, and Image.pdf",145363,3,4277,ok,texts\doc_0328.txt
doc_0329,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\CRC Planning & Scheduling Systems.pdf,635043,7,10077,ok,texts\doc_0329.txt
doc_0330,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\Durability Analysis - Component Rebuild Parts Cost.pdf,240730,6,14913,ok,texts\doc_0330.txt
doc_0331,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\Fabricated Track Stand for Weld Repairs of D10R Frames.pdf,227295,5,5122,ok,texts\doc_0331.txt
doc_0332,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\Fixture for 3500 Cylinder Head Machining.pdf,309645,7,5845,ok,texts\doc_0332.txt
doc_0333,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\Improving the Last Labor to Work Order Invoicing (LLI) Process.pdf,148159,7,14075,ok,texts\doc_0333.txt
doc_0334,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\Managing and Adjusting Major Component Flat Rates.pdf,164592,7,12678,ok,texts\doc_0334.txt
doc_0335,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\Managing Exchange Component Inventory Reduces Costs.pdf,210487,8,17255,ok,texts\doc_0335.txt
doc_0336,4.0 Component Rebuild (CRC)\4.04 CRC Management\2. Tactical\Utilizing exchange program for slow-turn salvaged parts to improve CRC TAT.pdf,100967,3,5659,ok,texts\doc_0336.txt
doc_0337,4.0 Component Rebuild (CRC)\4.04 CRC Management\3. Quick Win\AFA Guidelines for Analyzing Duo-cone Seal Failures.pdf,3136769,4,4162,ok,texts\doc_0337.txt
doc_0338,4.0 Component Rebuild (CRC)\4.04 CRC Management\3. Quick Win\Component Rebuild History Tracking and Tagging.pdf,167607,4,5514,ok,texts\doc_0338.txt
doc_0339,4.0 Component Rebuild (CRC)\4.04 CRC Management\3. Quick Win\E-PSSR.pdf,142687,5,7217,ok,texts\doc_0339.txt
doc_0340,4.0 Component Rebuild (CRC)\4.04 CRC Management\3. Quick Win\Effective Employee Suggestion Program.pdf,96564,7,5745,ok,texts\doc_0340.txt
doc_0341,4.0 Component Rebuild (CRC)\4.04 CRC Management\3. Quick Win\Hydraulic Shop Stand for Lubrication of Suspension Cylinders During Assembly.pdf,391945,12,8516,ok,texts\doc_0341.txt
doc_0342,4.0 Component Rebuild (CRC)\4.04 CRC Management\3. Quick Win\Recommended Shipping and Storage Stands for Major Components.pdf,353798,6,8661,ok,texts\doc_0342.txt
doc_0343,4.0 Component Rebuild (CRC)\4.05 HSEC - CRC\2. Tactical\CRC Safety Inspection Checklist.pdf,124806,3,6074,ok,texts\doc_0343.txt
doc_0344,4.0 Component Rebuild (CRC)\4.05 HSEC - CRC\2. Tactical\HMS Bucket Repair Jig.pdf,240083,6,7699,ok,texts\doc_0344.txt
doc_0345,4.0 Component Rebuild (CRC)\4.05 HSEC - CRC\3. Quick Win\3500 Oil Pumps Lifting Tool.pdf,900351,6,6446,ok,texts\doc_0345.txt
doc_0346,4.0 Component Rebuild (CRC)\4.05 HSEC - CRC\3. Quick Win\Connecting Rod Lifting Tool (Various Engines).pdf,824533,5,7111,ok,texts\doc_0346.txt
doc_0347,"4.0 Component Rebuild (CRC)\4.05 HSEC - CRC\3. Quick Win\Engine Piston Pin Extractor - 3500,3400, C32, C27, C18.pdf",1154293,6,6963,ok,texts\doc_0347.txt
doc_0348,4.0 Component Rebuild (CRC)\4.05 HSEC - CRC\3. Quick Win\Proper Lighting Provides Effective Working Environment.pdf,219176,5,12646,ok,texts\doc_0348.txt
doc_0349,4.0 Component Rebuild (CRC)\4.05 HSEC - CRC\3. Quick Win\Protection Cage for Hydraulic Press.pdf,256980,4,4435,ok,texts\doc_0349.txt
doc_0350,4.0 Component Rebuild (CRC)\4.05 HSEC - CRC\3. Quick Win\Remote Control Cameras in Dyno Room Improve Safety.pdf,223155,4,4103,ok,texts\doc_0350.txt
doc_0351,4.0 Component Rebuild (CRC)\4.05 HSEC - CRC\3. Quick Win\Safe Fuel Delivery at Engine Dyno.pdf,748518,4,4715,ok,texts\doc_0351.txt
doc_0352,5.0 MARC Management\5.01 MARC Market Strategy and Rate Development\1. Strategic\MARC Rate Development.pdf,462953,14,24263,ok,texts\doc_0352.txt
doc_0353,5.0 MARC Management\5.01 MARC Market Strategy and Rate Development\2. Tactical\Building Operational Budgets.pdf,957845,5,10548,ok,texts\doc_0353.txt
doc_0354,5.0 MARC Management\5.01 MARC Market Strategy and Rate Development\2. Tactical\Ensuring MARC Profitability.pdf,56080,4,6223,ok,texts\doc_0354.txt
doc_0355,5.0 MARC Management\5.01 MARC Market Strategy and Rate Development\3. Quick Win\Localizing a Centerline File for MARC Rate Development.pdf,3280322,6,15806,ok,texts\doc_0355.txt
doc_0356,5.0 MARC Management\5.01 MARC Market Strategy and Rate Development\3. Quick Win\Updating BUILDER files with Current Parts.pdf,122173,4,8027,ok,texts\doc_0356.txt
doc_0357,5.0 MARC Management\5.02 Contract Development and Implementation\1. Strategic\Developing a MARC Management Plan.pdf,183579,11,12615,ok,texts\doc_0357.txt
doc_0358,5.0 MARC Management\5.02 Contract Development and Implementation\2. Tactical\Considerations When Extending a MARC.pdf,1044968,3,5741,ok,texts\doc_0358.txt
doc_0359,5.0 MARC Management\5.02 Contract Development and Implementation\2. Tactical\Contract Language Reference.pdf,1816418,8,25828,ok,texts\doc_0359.txt
doc_0360,5.0 MARC Management\5.02 Contract Development and Implementation\3. Quick Win\Escalating MARCs Based on Forecasted Parts Consumption.pdf,2966116,4,8329,ok,texts\doc_0360.txt
doc_0361,5.0 MARC Management\5.03 Contract Management\2. Tactical\Managing Contract Health Utilizing Metrics.pdf,1320932,12,22659,ok,texts\doc_0361.txt
doc_0362,5.0 MARC Management\5.03 Contract Management\2. Tactical\MCTS used to Manage & Monitor Component Life.pdf,1638215,10,16234,ok,texts\doc_0362.txt
doc_0363,5.0 MARC Management\5.03 Contract Management\2. Tactical\Technical Labor Requirements for Mine Sites.pdf,2739931,4,8658,ok,texts\doc_0363.txt
doc_0364,5.0 MARC Management\5.03 Contract Management\2. Tactical\Using BUILDER™ to Generate the Most Comprehensive PM Checklist.pdf,876762,6,7116,ok,texts\doc_0364.txt
doc_0365,5.0 MARC Management\5.04 Financial Management\1. Strategic\Accrual Accounting for Maintenance & Repair Contracts.pdf,80288,6,13816,ok,texts\doc_0365.txt
doc_0366,5.0 MARC Management\5.04 Financial Management\1. Strategic\Developing a Cost Management Software Tool.pdf,563197,13,21710,ok,texts\doc_0366.txt
doc_0367,5.0 MARC Management\5.04 Financial Management\1. Strategic\Understanding the Sarbanes-Oxley Act of 2002.pdf,177841,5,12106,ok,texts\doc_0367.txt
doc_0368,5.0 MARC Management\5.04 Financial Management\2. Tactical\ANALYZER - Data Validation.pdf,4876788,4,7131,ok,texts\doc_0368.txt
doc_0369,5.0 MARC Management\5.04 Financial Management\2. Tactical\ANALYZER - Managing Uncleansed Work Orders.pdf,82823,4,8000,ok,texts\doc_0369.txt
doc_0370,5.0 MARC Management\5.04 Financial Management\2. Tactical\MARC Financial Audit Procedure.pdf,239788,4,7169,ok,texts\doc_0370.txt
doc_0371,5.0 MARC Management\5.04 Financial Management\3. Quick Win\ANALYZER - Recalculation Process Improves Projection Accuracy.pdf,100906,5,9543,ok,texts\doc_0371.txt
doc_0372,7495 HD Roller Collars Handling Tool.pdf,543752,4,3930,ok,texts\doc_0372.txt
doc_0373,"7495 Shovels – Testing and Assessing Condition of the IGBT Skid DC Bus Capacitor Bank, as well as Discharge and Ground Tie Resistors.pdf",6758715,21,24819,ok,texts\doc_0373.txt
doc_0374,A Lean Strategy for Reducing Major Component R&I Downtime through Planning and Implementation.pdf,621733,11,22791,ok,texts\doc_0374.txt
doc_0375,A Method for Chassis Center Tube Alignment on 793D Mining Trucks.pdf,1004065,8,9716,ok,texts\doc_0375.txt
doc_0376,A Method for Failure Analysis for the 994K Pre-Lubrication System.pdf,683195,9,13391,ok,texts\doc_0376.txt
doc_0377,A PM Model to Deliver Higher Availability for 794AC Trucks.pdf,2413405,11,18867,ok,texts\doc_0377.txt
doc_0378,A Roadmap to Planning and Perform a “NMI - New Marketing Introduction” for CAT Electric Drive Trucks.pdf,3568287,23,38259,ok,texts\doc_0378.txt
doc_0379,Adjusting the LED Lamps Intensity on the 794 Truck's Dash Panel for Nighttime Operation.pdf,398930,5,6099,ok,texts\doc_0379.txt
doc_0380,Auxiliary DriveShaft Bolt Tightening Tool for Engine Auxiliary Drive Shaft C175.pdf,1751658,7,5594,ok,texts\doc_0380.txt
doc_0381,Backlog Runtime Optimization for Mining Equipments.pdf,517399,6,8745,ok,texts\doc_0381.txt
doc_0382,Basket to Storage Caps C175-16 and C175-20.pdf,1196545,6,4600,ok,texts\doc_0382.txt
doc_0383,Blade Edge Wear Levels Monitoring Using a Color Gauge on 16H16M16 Motor Grader.pdf,522737,6,7578,ok,texts\doc_0383.txt
doc_0384,Bucket Stop Measuring Device for 994H Wheel Loader.pdf,484396,7,8214,ok,texts\doc_0384.txt
doc_0385,C175 Cylinder Block Flushing.pdf,778577,6,8210,ok,texts\doc_0385.txt
doc_0386,CAT 988H - Cooling System Temperature Measurement Optimization.pdf,379301,5,6532,ok,texts\doc_0386.txt
doc_0387,Change Assembly Superbolts Hoist Pedestal - CAT 7495.pdf,951766,6,6313,ok,texts\doc_0387.txt
doc_0388,Chassis Stands Guidelines for Effective Assembly for 794AC Electric Mining Trucks.pdf,5475559,12,15237,ok,texts\doc_0388.txt
doc_0389,Component Management.pdf,1895658,20,49127,ok,texts\doc_0389.txt
doc_0390,Cylinder Liner Projection Tool for 3500 Engine Block.pdf,1912249,17,11738,ok,texts\doc_0390.txt
doc_0391,Disassembly Tool for Servo Piston of 320 and 324D Hydraulic Pumps.pdf,859208,5,5860,ok,texts\doc_0391.txt
doc_0392,Drawbar Inspection and Adjustment Procedure for Motor Grader 16M3-16.pdf,511413,4,5479,ok,texts\doc_0392.txt
doc_0393,Drilling Deck Platform MD6420.pdf,1642277,8,8242,ok,texts\doc_0393.txt
doc_0394,Eliminating Live Work When Purging Air from the Brake System on 785C Trucks.pdf,748037,11,11778,ok,texts\doc_0394.txt
doc_0395,Elimination of Live Work - Checking HMS Slew Ring Tilting Play.pdf,2692805,16,13356,ok,texts\doc_0395.txt
doc_0396,Final Drive Gear-Coupling Assembly Tool for Multiple HEX.pdf,559996,4,5181,ok,texts\doc_0396.txt
doc_0397,Front Spindle Salvage on Vertical Lathe.pdf,2226820,20,14041,ok,texts\doc_0397.txt
doc_0398,Front Wheels Oil Drain Optimization for 777G OHT.pdf,717331,12,10524,ok,texts\doc_0398.txt
doc_0399,HMS 6030 Engine and Pump Drive PCR Stand.pdf,1234454,6,6412,ok,texts\doc_0399.txt
doc_0400,Hydraulic Wrench for CAT 330 Excavator Final Drive.pdf,1046090,13,10236,ok,texts\doc_0400.txt
doc_0401,Identifying Availability Loss Factors through Downtime Stratification by CPI and PN.pdf,1815399,11,25411,ok,texts\doc_0401.txt
doc_0402,Illumination in the PLC Cabinet - MD6640.pdf,331317,4,5702,ok,texts\doc_0402.txt
doc_0403,Improved Assembly Process of the 793D-F XL Front Brake.pdf,410707,7,9916,ok,texts\doc_0403.txt
doc_0404,Improved GPS Antenna Harness Routing in 794AC Commend Trucks.pdf,1510905,12,12500,ok,texts\doc_0404.txt
doc_0405,Improved Procedure for Removing the Camshaft from D11 Fusion Tractors.pdf,709064,8,9713,ok,texts\doc_0405.txt
doc_0406,Improvement in the Refrigerant Dryer Replacement Process of the Air Conditioner System for 793F Fleet.pdf,387314,5,6479,ok,texts\doc_0406.txt
doc_0407,Improving Ripper Cylinder Performance thru D11.pdf,463504,6,6769,ok,texts\doc_0407.txt
doc_0408,Improving Safety During Repair Management of the 994K.pdf,2139872,5,6344,ok,texts\doc_0408.txt
doc_0409,Improving the Fluid Cleanliness through 16M Motor Graders.pdf,471462,6,7159,ok,texts\doc_0409.txt
doc_0410,Improving the Shutdown Switch Positioning on 793D Mining Trucks.pdf,2049187,10,9029,ok,texts\doc_0410.txt
doc_0411,Increasing MTBF by Installing a Second Primary Fuel Filter at 994K Wheel Loader.pdf,1336530,8,10657,ok,texts\doc_0411.txt
doc_0412,Inversion of 793D A-Frame Pin.pdf,705045,7,8921,ok,texts\doc_0412.txt
doc_0413,Management of Structures.pdf,1061728,11,21911,ok,texts\doc_0413.txt
doc_0414,Managing Haul Road Defects with MineStarTM Edge and HEI.pdf,933484,10,17589,ok,texts\doc_0414.txt
doc_0415,Manual Spray Booth for Thermal Arc Spraying Small Parts.pdf,878341,6,8613,ok,texts\doc_0415.txt
doc_0416,Mounting Fixture for Metal Spray Gun.pdf,380413,8,6096,ok,texts\doc_0416.txt
doc_0417,Off-Highway Trucks - Quick Diagnostic Tool for AC Failure.pdf,907281,8,9123,ok,texts\doc_0417.txt
doc_0418,Oil Patch Analysis During Engine Dyno Test.pdf,1934162,9,12976,ok,texts\doc_0418.txt
doc_0419,Operator Induced Event Reporting.pdf,921773,6,8324,ok,texts\doc_0419.txt
doc_0420,Optimized Components Replacing Process of the 793D-F Fleet.pdf,1506608,8,11548,ok,texts\doc_0420.txt
doc_0421,Performing Condition Monitoring Management Process to Save Component Life in Lift Cylinders.pdf,1223403,8,12568,ok,texts\doc_0421.txt
doc_0422,"Pipe Rack Interlock Switch on MD6290, MD6240 and MD6420 Models.pdf",562108,6,7917,ok,texts\doc_0422.txt
doc_0423,Piston (Pump) Clearance Measuring Tool.pdf,18959952,6,6446,ok,texts\doc_0423.txt
doc_0424,Plateau Honing Recovery of C175 and 3500 Liners.pdf,636032,8,7680,ok,texts\doc_0424.txt
doc_0425,Power Wedge Improvement Adapter Retention System GET 7495.pdf,3857534,10,11002,ok,texts\doc_0425.txt
doc_0426,Primary Air Filters Removal Tool for 789D OHT’s.pdf,6742244,7,7571,ok,texts\doc_0426.txt
doc_0427,Procedure to Measure End Play for the Fan Drive on 785C-D Engines.pdf,810301,7,7930,ok,texts\doc_0427.txt
doc_0428,Pump Transport Apparatus.pdf,923981,5,5312,ok,texts\doc_0428.txt
doc_0429,Repositioning of the Connection Box - CAT 7495.pdf,618422,7,8243,ok,texts\doc_0429.txt
doc_0430,Rolling Maintenance Parts for Reducing PM Time 794 and 798 AC.pdf,1052438,7,8147,ok,texts\doc_0430.txt
doc_0431,Salvage C175 Engine Block Coolant Passage Using Metal Spray.pdf,1100302,6,6956,ok,texts\doc_0431.txt
doc_0432,Salvage C175 Engine Cylinder Block Upper and Lower Liner Bores Using Metal Spray.pdf,1305846,6,7024,ok,texts\doc_0432.txt
doc_0433,Setting Up the Metal Spray Robot Using a Cone Tool.pdf,397328,5,6134,ok,texts\doc_0433.txt
doc_0434,"Sprocket Segments Tool for Bolts Installation - D10R, D10N and D10T.pdf",743403,6,6860,ok,texts\doc_0434.txt
doc_0435,Steering Cylinder Sensor Centering Tool - 794AC.pdf,1148486,8,5512,ok,texts\doc_0435.txt
doc_0436,Swing Motor Sensors Position Change on HMS 6060AC.pdf,996592,7,8193,ok,texts\doc_0436.txt
doc_0437,TIR - Technical Information Release Process.pdf,1089386,7,11453,ok,texts\doc_0437.txt
doc_0438,Tool and Process to Purge the 794AC Hydraulic System to Prevent Pump Damage after Draining Fluid.pdf,511167,6,7984,ok,texts\doc_0438.txt
doc_0439,Tool for Bolts Installation in the D11R D11N D11T Sprocket Segments.pdf,255903,6,7416,ok,texts\doc_0439.txt
doc_0440,Tool to Isolate Air Intake Lines for Pre-Cleaner Washing Process.pdf,1043204,6,8027,ok,texts\doc_0440.txt
doc_0441,Track Removal Tool D11-D11T.pdf,8133692,7,7857,ok,texts\doc_0441.txt
doc_0442,Transmission Carrier Disassembly Tool.pdf,16185100,6,7851,ok,texts\doc_0442.txt
doc_0443,Upgrade Pulley Carrier MD6420-16.pdf,1490112,9,10483,ok,texts\doc_0443.txt
doc_0444,Using Magnetic Plug to Monitor the Pump Drive Wear on Certain 785C-D and 789C-D.pdf,469924,5,5977,ok,texts\doc_0444.txt
doc_0445,Using Video Overlay for Communication of Mine Site Opportunities.pdf,5361625,13,22986,ok,texts\doc_0445.txt
doc_0446,Utilizing Downtime Analysis to Improve Availability.pdf,1234431,14,28345,ok,texts\doc_0446.txt
doc_0447,Wear Cap Installation Tool for ERS 7495.pdf,594438,5,6224,ok,texts\doc_0447.txt
